n,sign,q,value,factors,prime,rough_squarefree_P2
1050,1,31,1102531,41*26891,0,1
1050,1,37,1102537,1102537,1,1
1050,1,41,1102541,11*113*887,0,0
1050,1,43,1102543,13*84811,0,1
1050,-1,3,1102497,3*11*33409,0,0
1050,-1,5,1102495,5*311*709,0,0
1050,-1,7,1102493,7*29*5431,0,0
1050,-1,11,1102489,37*83*359,0,0
1050,-1,13,1102487,127*8681,0,1
1050,-1,17,1102483,1102483,1,1
1050,-1,19,1102481,1102481,1,1
1050,-1,23,1102477,43*25639,0,1
1050,-1,29,1102471,181*6091,0,1
1050,-1,31,1102469,397*2777,0,1
1050,-1,37,1102463,1102463,1,1
1050,-1,41,1102459,23*47933,0,1
1050,-1,43,1102457,1102457,1,1
1052,1,3,1106707,7*37*4273,0,0
1052,1,5,1106709,3*47*47*167,0,0
1052,1,7,1106711,79*14009,0,1
1052,1,11,1106715,3*5*89*829,0,0
1052,1,13,1106717,17*65101,0,1
1052,1,17,1106721,3*3*7*11*1597,0,0
1052,1,19,1106723,61*18143,0,1
1052,1,23,1106727,3*29*12721,0,0
1052,1,29,1106733,3*368911,0,0
1052,1,31,1106735,5*7*103*307,0,0
1052,1,37,1106741,1106741,1,1
1052,1,41,1106745,3*5*73783,0,0
1052,1,43,1106747,1106747,1,1
1052,-1,3,1106701,107*10343,0,1
1052,-1,5,1106699,11*100609,0,1
1052,-1,7,1106697,3*368899,0,0
1052,-1,11,1106693,7*19*53*157,0,0
1052,-1,13,1106691,3*23*43*373,0,0
1052,-1,17,1106687,1106687,1,1
1052,-1,19,1106685,3*3*5*24593,0,0
1052,-1,23,1106681,173*6397,0,1
1052,-1,29,1106675,5*5*44267,0,0
1052,-1,31,1106673,3*97*3803,0,0
1052,-1,37,1106667,3*3*122963,0,0
1052,-1,41,1106663,59*18757,0,1
1052,-1,43,1106661,3*293*1259,0,0
1054,1,3,1110919,1110919,1,1
1054,1,5,1110921,3*7*52901,0,0
1054,1,7,1110923,11*23*4391,0,0
1054,1,11,1110927,3*67*5527,0,0
1054,1,13,1110929,1110929,1,1
1054,1,17,1110933,3*3*17*53*137,0,0
1054,1,19,1110935,5*7*31741,0,0
1054,1,23,1110939,3*47*7879,0,0
1054,1,29,1110945,3*5*11*6733,0,0
1054,1,31,1110947,31*35837,0,1
1054,1,37,1110953,1110953,1,1
1054,1,41,1110957,3*547*677,0,0
1054,1,43,1110959,1110959,1,1
1054,-1,3,1110913,1110913,1,1
1054,-1,5,1110911,19*59*991,0,0
1054,-1,7,1110909,3*367*1009,0,0
1054,-1,11,1110905,5*43*5167,0,0
1054,-1,13,1110903,3*29*113*113,0,0
1054,-1,17,1110899,17*101*647,0,0
1054,-1,19,1110897,3*3*123433,0,0
1054,-1,23,1110893,7*158699,0,1
1054,-1,29,1110887,1110887,1,1
1054,-1,31,1110885,3*5*31*2389,0,0
1054,-1,37,1110879,3*3*7*7*11*229,0,0
1054,-1,41,1110875,5*5*5*8887,0,0
1054,-1,43,1110873,3*19*19489,0,0
1056,1,3,1115139,3*331*1123,0,0
1056,1,5,1115141,61*101*181,0,0
1056,1,7,1115143,37*30139,0,1
1056,1,11,1115147,11*101377,0,1
1056,1,13,1115149,7*17*9371,0,0
1056,1,17,1115153,13*85781,0,1
1056,1,19,1115155,5*23*9697,0,0
1056,1,23,1115159,41*59*461,0,0
1056,1,29,1115165,5*271*823,0,0
1056,1,31,1115167,19*58693,0,1
1056,1,37,1115173,53*53*397,0,0
1056,1,41,1115177,7*159311,0,1
1056,1,43,1115179,13*109*787,0,0
1056,-1,3,1115133,3*337*1103,0,0
1056,-1,5,1115131,1115131,1,1
1056,-1,7,1115129,19*19*3089,0,0
1056,-1,11,1115125,5*5*5*11*811,0,0
1056,-1,13,1115123,257*4339,0,1
1056,-1,17,1115119,43*25933,0,1
1056,-1,19,1115117,1115117,1,1
1056,-1,23,1115113,1115113,1,1
1056,-1,29,1115107,7*241*661,0,0
1056,-1,31,1115105,5*83*2687,0,0
1056,-1,37,1115099,1115099,1,1
1056,-1,41,1115095,5*223019,0,0
1056,-1,43,1115093,7*7*7*3251,0,0
1058,1,3,1119367,139*8053,0,1
1058,1,5,1119369,3*67*5569,0,0
1058,1,7,1119371,11*11*11*29*29,0,0
1058,1,11,1119375,3*3*5*5*5*5*199,0,0
1058,1,13,1119377,7*159911,0,1
1058,1,17,1119381,3*373127,0,0
1058,1,19,1119383,101*11083,0,1
1058,1,23,1119387,3*23*16223,0,0
1058,1,29,1119393,3*3*3*11*3769,0,0
1058,1,31,1119395,5*131*1709,0,0
1058,1,37,1119401,167*6703,0,1
1058,1,41,1119405,3*5*7*7*1523,0,0
1058,1,43,1119407,59*18973,0,1
1058,-1,3,1119361,37*30253,0,1
1058,-1,5,1119359,1119359,1,1
1058,-1,7,1119357,3*3*277*449,0,0
1058,-1,11,1119353,89*12577,0,1
1058,-1,13,1119351,3*79*4723,0,0
1058,-1,17,1119347,19*58913,0,1
1058,-1,19,1119345,3*5*74623,0,0
1058,-1,23,1119341,23*41*1187,0,0
1058,-1,29,1119335,5*7*31981,0,0
1058,-1,31,1119333,3*43*8677,0,0
1058,-1,37,1119327,3*11*107*317,0,0
1058,-1,41,1119323,1119323,1,1
1058,-1,43,1119321,3*3*7*109*163,0,0
1060,1,3,1123603,13*19*4549,0,0
1060,1,5,1123605,3*3*3*5*7*29*41,0,0
1060,1,7,1123607,107*10501,0,1
1060,1,11,1123611,3*374537,0,0
1060,1,13,1123613,269*4177,0,1
1060,1,17,1123617,3*11*79*431,0,0
1060,1,19,1123619,7*7*23*997,0,0
1060,1,23,1123623,3*3*124847,0,0
1060,1,29,1123629,3*13*47*613,0,0
1060,1,31,1123631,1123631,1,1
1060,1,37,1123637,1123637,1,1
1060,1,41,1123641,3*3*19*6571,0,0
1060,1,43,1123643,311*3613,0,1
1060,-1,3,1123597,1123597,1,1
1060,-1,5,1123595,5*11*31*659,0,0
1060,-1,7,1123593,3*374531,0,0
1060,-1,11,1123589,1123589,1,1
1060,-1,13,1123587,3*3*131*953,0,0
1060,-1,17,1123583,179*6277,0,1
1060,-1,19,1123581,3*17*22031,0,0
1060,-1,23,1123577,7*13*12347,0,0
1060,-1,29,1123571,83*13537,0,1
1060,-1,31,1123569,3*3*127*983,0,0
1060,-1,37,1123563,3*7*53503,0,0
1060,-1,41,1123559,61*113*163,0,0
1060,-1,43,1123557,3*607*617,0,0
1062,1,3,1127847,3*7*43*1249,0,0
1062,1,5,1127849,1127849,1,1
1062,1,7,1127851,23*49037,0,1
1062,1,11,1127855,5*191*1181,0,0
1062,1,13,1127857,1127857,1,1
1062,1,17,1127861,7*161123,0,1
1062,1,19,1127863,11*102533,0,1
1062,1,23,1127867,13*101*859,0,0
1062,1,29,1127873,31*36383,0,1
1062,1,31,1127875,5*5*5*7*1289,0,0
1062,1,37,1127881,1127881,1,1
1062,1,41,1127885,5*11*20507,0,0
1062,1,43,1127887,83*107*127,0,0
1062,-1,3,1127841,3*11*11*13*239,0,0
1062,-1,5,1127839,29*38891,0,1
1062,-1,7,1127837,1127837,1,1
1062,-1,11,1127833,7*7*23017,0,0
1062,-1,13,1127831,17*66343,0,1
1062,-1,17,1127827,491*2297,0,1
1062,-1,19,1127825,5*5*197*229,0,0
1062,-1,23,1127821,19*59359,0,1
1062,-1,29,1127815,5*13*17351,0,0
1062,-1,31,1127813,1127813,1,1
1062,-1,37,1127807,773*1459,0,1
1062,-1,41,1127803,1127803,1,1
1062,-1,43,1127801,1127801,1,1
1064,1,3,1132099,61*67*277,0,0
1064,1,5,1132101,3*3*125789,0,0
1064,1,7,1132103,7*161729,0,1
1064,1,11,1132107,3*377369,0,0
1064,1,13,1132109,11*101*1019,0,0
1064,1,17,1132113,3*377371,0,0
1064,1,19,1132115,5*17*19*701,0,0
1064,1,23,1132119,3*3*125791,0,0
1064,1,29,1132125,3*5*5*5*3019,0,0
1064,1,31,1132127,157*7211,0,1
1064,1,37,1132133,41*53*521,0,0
1064,1,41,1132137,3*3*3*3*3*3*1553,0,0
1064,1,43,1132139,1132139,1,1
1064,-1,3,1132093,167*6779,0,1
1064,-1,5,1132091,1132091,1,1
1064,-1,7,1132089,3*7*31*37*47,0,0
1064,-1,11,1132085,5*257*881,0,0
1064,-1,13,1132083,3*3*3*23*1823,0,0
1064,-1,17,1132079,13*87083,0,1
1064,-1,19,1132077,3*19*19861,0,0
1064,-1,23,1132073,29*103*379,0,0
1064,-1,29,1132067,1132067,1,1
1064,-1,31,1132065,3*3*5*11*2287,0,0
1064,-1,37,1132059,3*377353,0,0
1064,-1,41,1132055,5*373*607,0,0
1064,-1,43,1132053,3*13*29027,0,0
1066,1,3,1136359,7*7*7*3313,0,0
1066,1,5,1136361,3*23*43*383,0,0
1066,1,7,1136363,1136363,1,1
1066,1,11,1136367,3*3*31*4073,0,0
1066,1,13,1136369,13*61*1433,0,0
1066,1,17,1136373,3*7*53*1021,0,0
1066,1,19,1136375,5*5*5*9091,0,0
1066,1,23,1136379,3*378793,0,0
1066,1,29,1136385,3*3*5*25253,0,0
1066,1,31,1136387,7*67*2423,0,0
1066,1,37,1136393,1136393,1,1
1066,1,41,1136397,3*41*9239,0,0
1066,1,43,1136399,11*17*59*103,0,0
1066,-1,3,1136353,83*13691,0,1
1066,-1,5,1136351,101*11251,0,1
1066,-1,7,1136349,3*3*3*3*14029,0,0
1066,-1,11,1136345,5*7*32467,0,0
1066,-1,13,1136343,3*13*29137,0,0
1066,-1,17,1136339,1136339,1,1
1066,-1,19,1136337,3*378779,0,0
1066,-1,23,1136333,11*19*5437,0,0
1066,-1,29,1136327,1136327,1,1
1066,-1,31,1136325,3*5*5*109*139,0,0
1066,-1,37,1136319,3*47*8059,0,0
1066,-1,41,1136315,5*23*41*241,0,0
1066,-1,43,1136313,3*3*126257,0,0
1068,1,3,1140627,3*19*20011,0,0
1068,1,5,1140629,7*162947,0,1
1068,1,7,1140631,263*4337,0,1
1068,1,11,1140635,5*228127,0,0
1068,1,13,1140637,1140637,1,1
1068,1,17,1140641,991*1151,0,1
1068,1,19,1140643,7*47*3467,0,0
1068,1,23,1140647,59*19333,0,1
1068,1,29,1140653,241*4733,0,1
1068,1,31,1140655,5*228131,0,0
1068,1,37,1140661,41*43*647,0,0
1068,1,41,1140665,5*19*12007,0,0
1068,1,43,1140667,11*11*11*857,0,0
1068,-1,3,1140621,3*380207,0,0
1068,-1,5,1140619,1140619,1,1
1068,-1,7,1140617,131*8707,0,1
1068,-1,11,1140613,53*21521,0,1
1068,-1,13,1140611,1140611,1,1
1068,-1,17,1140607,13*87739,0,1
1068,-1,19,1140605,5*157*1453,0,0
1068,-1,23,1140601,7*11*14813,0,0
1068,-1,29,1140595,5*149*1531,0,0
1068,-1,31,1140593,23*101*491,0,0
1068,-1,37,1140587,7*127*1283,0,0
1068,-1,41,1140583,31*36793,0,1
1068,-1,43,1140581,13*13*17*397,0,0
1070,1,3,1144903,1144903,1,1
1070,1,5,1144905,3*5*127*601,0,0
1070,1,7,1144907,1144907,1,1
1070,1,11,1144911,3*381637,0,0
1070,1,13,1144913,7*11*14869,0,0
1070,1,17,1144917,3*3*23*5531,0,0
1070,1,19,1144919,1144919,1,1
1070,1,23,1144923,3*13*31*947,0,0
1070,1,29,1144929,3*331*1153,0,0
1070,1,31,1144931,1144931,1,1
1070,1,37,1144937,487*2351,0,1
1070,1,41,1144941,3*7*54521,0,0
1070,1,43,1144943,139*8237,0,1
1070,-1,3,1144897,13*88069,0,1
1070,-1,5,1144895,5*59*3881,0,0
1070,-1,7,1144893,3*381631,0,0
1070,-1,11,1144889,1144889,1,1
1070,-1,13,1144887,3*381629,0,0
1070,-1,17,1144883,19*60257,0,1
1070,-1,19,1144881,3*3*3*42403,0,0
1070,-1,23,1144877,1144877,1,1
1070,-1,29,1144871,7*13*23*547,0,0
1070,-1,31,1144869,3*11*34693,0,0
1070,-1,37,1144863,3*3*127207,0,0
1070,-1,41,1144859,73*15683,0,1
1070,-1,43,1144857,3*7*54517,0,0
1072,1,3,1149187,13*109*811,0,0
1072,1,5,1149189,3*41*9343,0,0
1072,1,7,1149191,1149191,1,1
1072,1,11,1149195,3*5*23*3331,0,0
1072,1,13,1149197,7*7*47*499,0,0
1072,1,17,1149201,3*3*3*31*1373,0,0
1072,1,19,1149203,11*104473,0,1
1072,1,23,1149207,3*383069,0,0
1072,1,29,1149213,3*13*79*373,0,0
1072,1,31,1149215,5*19*12097,0,0
1072,1,37,1149221,1149221,1,1
1072,1,41,1149225,3*5*5*7*11*199,0,0
1072,1,43,1149227,1149227,1,1
1072,-1,3,1149181,11*104471,0,1
1072,-1,5,1149179,61*18839,0,1
1072,-1,7,1149177,3*19*20161,0,0
1072,-1,11,1149173,929*1237,0,1
1072,-1,13,1149171,3*103*3719,0,0
1072,-1,17,1149167,1149167,1,1
1072,-1,19,1149165,3*3*5*25537,0,0
1072,-1,23,1149161,13*88397,0,1
1072,-1,29,1149155,5*7*32833,0,0
1072,-1,31,1149153,3*383051,0,0
1072,-1,37,1149147,3*3*3*3*3*4729,0,0
1072,-1,41,1149143,59*19477,0,1
1072,-1,43,1149141,3*7*54721,0,0
1074,1,3,1153479,3*31*79*157,0,0
1074,1,5,1153481,7*367*449,0,0
1074,1,7,1153483,1153483,1,1
1074,1,11,1153487,1153487,1,1
1074,1,13,1153489,151*7639,0,1
1074,1,17,1153493,11*11*9533,0,0
1074,1,19,1153495,5*7*32957,0,0
1074,1,23,1153499,311*3709,0,1
1074,1,29,1153505,5*281*821,0,0
1074,1,31,1153507,419*2753,0,1
1074,1,37,1153513,181*6373,0,1
1074,1,41,1153517,1153517,1,1
1074,1,43,1153519,23*50153,0,1
1074,-1,3,1153473,3*23*73*229,0,0
1074,-1,5,1153471,11*19*5519,0,0
1074,-1,7,1153469,167*6907,0,1
1074,-1,11,1153465,5*230693,0,0
1074,-1,13,1153463,1153463,1,1
1074,-1,17,1153459,1153459,1,1
1074,-1,19,1153457,1153457,1,1
1074,-1,23,1153453,7*41*4019,0,0
1074,-1,29,1153447,937*1231,0,1
1074,-1,31,1153445,5*349*661,0,0
1074,-1,37,1153439,7*53*3109,0,0
1074,-1,41,1153435,5*197*1171,0,0
1074,-1,43,1153433,17*19*3571,0,0
1076,1,3,1157779,7*165397,0,1
1076,1,5,1157781,3*385927,0,0
1076,1,7,1157783,11*105253,0,1
1076,1,11,1157787,3*3*3*137*313,0,0
1076,1,13,1157789,163*7103,0,1
1076,1,17,1157793,3*7*13*4241,0,0
1076,1,19,1157795,5*231559,0,0
1076,1,23,1157799,3*41*9413,0,0
1076,1,29,1157805,3*3*5*11*2339,0,0
1076,1,31,1157807,7*193*857,0,0
1076,1,37,1157813,1031*1123,0,1
1076,1,41,1157817,3*385939,0,0
1076,1,43,1157819,13*13*13*17*31,0,0
1076,-1,3,1157773,1157773,1,1
1076,-1,5,1157771,1157771,1,1
1076,-1,7,1157769,3*3*197*653,0,0
1076,-1,11,1157765,5*7*19*1741,0,0
1076,-1,13,1157763,3*101*3821,0,0
1076,-1,17,1157759,1157759,1,1
1076,-1,19,1157757,3*31*59*211,0,0
1076,-1,23,1157753,283*4091,0,1
1076,-1,29,1157747,1157747,1,1
1076,-1,31,1157745,3*5*79*977,0,0
1076,-1,37,1157739,3*11*35083,0,0
1076,-1,41,1157735,5*231547,0,0
1076,-1,43,1157733,3*3*3*3*14293,0,0
1078,1,3,1162087,73*15919,0,1
1078,1,5,1162089,3*3*129121,0,0
1078,1,7,1162091,7*166013,0,1
1078,1,11,1162095,3*5*11*7043,0,0
1078,1,13,1162097,19*31*1973,0,0
1078,1,17,1162101,3*131*2957,0,0
1078,1,19,1162103,17*197*347,0,0
1078,1,23,1162107,3*3*3*3*14347,0,0
1078,1,29,1162113,3*387371,0,0
1078,1,31,1162115,5*67*3469,0,0
1078,1,37,1162121,23*50527,0,1
1078,1,41,1162125,3*3*5*5*5*1033,0,0
1078,1,43,1162127,107*10861,0,1
1078,-1,3,1162081,1162081,1,1
1078,-1,5,1162079,1162079,1,1
1078,-1,7,1162077,3*7*55337,0,0
1078,-1,11,1162073,11*89*1187,0,0
1078,-1,13,1162071,3*3*129119,0,0
1078,-1,17,1162067,1162067,1,1
1078,-1,19,1162065,3*5*77471,0,0
1078,-1,23,1162061,1162061,1,1
1078,-1,29,1162055,5*232411,0,0
1078,-1,31,1162053,3*3*3*193*223,0,0
1078,-1,37,1162047,3*509*761,0,0
1078,-1,41,1162043,1162043,1,1
1078,-1,43,1162041,3*173*2239,0,0
1080,1,3,1166403,3*7*67*829,0,0
1080,1,5,1166405,5*263*887,0,0
1080,1,7,1166407,11*107*991,0,0
1080,1,11,1166411,1166411,1,1
1080,1,13,1166413,1166413,1,1
1080,1,17,1166417,7*166631,0,1
1080,1,19,1166419,443*2633,0,1
1080,1,23,1166423,439*2657,0,1
1080,1,29,1166429,11*19*5581,0,0
1080,1,31,1166431,7*281*593,0,0
1080,1,37,1166437,31*191*197,0,0
1080,1,41,1166441,1166441,1,1
1080,1,43,1166443,883*1321,0,1
1080,-1,3,1166397,3*251*1549,0,0
1080,-1,5,1166395,5*233279,0,0
1080,-1,7,1166393,1166393,1,1
1080,-1,11,1166389,7*166627,0,1
1080,-1,13,1166387,17*68611,0,1
1080,-1,17,1166383,1166383,1,1
1080,-1,19,1166381,61*19121,0,1
1080,-1,23,1166377,857*1361,0,1
1080,-1,29,1166371,53*59*373,0,0
1080,-1,31,1166369,587*1987,0,1
1080,-1,37,1166363,11*106033,0,1
1080,-1,41,1166359,1166359,1,1
1080,-1,43,1166357,337*3461,0,1
1082,1,3,1170727,1170727,1,1
1082,1,5,1170729,3*3*7*18583,0,0
1082,1,7,1170731,379*3089,0,1
1082,1,11,1170735,3*5*78049,0,0
1082,1,13,1170737,59*19843,0,1
1082,1,17,1170741,3*11*13*2729,0,0
1082,1,19,1170743,7*167249,0,1
1082,1,23,1170747,3*3*3*131*331,0,0
1082,1,29,1170753,3*397*983,0,0
1082,1,31,1170755,5*41*5711,0,0
1082,1,37,1170761,19*43*1433,0,0
1082,1,41,1170765,3*3*5*26017,0,0
1082,1,43,1170767,13*90059,0,1
1082,-1,3,1170721,1170721,1,1
1082,-1,5,1170719,11*71*1499,0,0
1082,-1,7,1170717,3*37*53*199,0,0
1082,-1,11,1170713,1170713,1,1
1082,-1,13,1170711,3*3*130079,0,0
1082,-1,17,1170707,1170707,1,1
1082,-1,19,1170705,3*5*17*4591,0,0
1082,-1,23,1170701,7*29*73*79,0,0
1082,-1,29,1170695,5*234139,0,0
1082,-1,31,1170693,3*3*3*3*97*149,0,0
1082,-1,37,1170687,3*7*107*521,0,0
1082,-1,41,1170683,1170683,1,1
1082,-1,43,1170681,3*317*1231,0,0
1084,1,3,1175059,211*5569,0,1
1084,1,5,1175061,3*43*9109,0,0
1084,1,7,1175063,53*22171,0,1
1084,1,11,1175067,3*3*3*3*89*163,0,0
1084,1,13,1175069,7*7*23981,0,0
1084,1,17,1175073,3*391691,0,0
1084,1,19,1175075,5*5*11*4273,0,0
1084,1,23,1175079,3*391693,0,0
1084,1,29,1175085,3*3*5*26113,0,0
1084,1,31,1175087,113*10399,0,1
1084,1,37,1175093,19*23*2689,0,0
1084,1,41,1175097,3*7*11*5087,0,0
1084,1,43,1175099,1175099,1,1
1084,-1,3,1175053,11*106823,0,1
1084,-1,5,1175051,29*40519,0,1
1084,-1,7,1175049,3*3*137*953,0,0
1084,-1,11,1175045,5*235009,0,0
1084,-1,13,1175043,3*61*6421,0,0
1084,-1,17,1175039,1175039,1,1
1084,-1,19,1175037,3*391679,0,0
1084,-1,23,1175033,449*2617,0,1
1084,-1,29,1175027,7*167861,0,1
1084,-1,31,1175025,3*5*5*15667,0,0
1084,-1,37,1175019,3*41*41*233,0,0
1084,-1,41,1175015,5*235003,0,0
1084,-1,43,1175013,3*3*3*7*6217,0,0
1086,1,3,1179399,3*13*30241,0,0
1086,1,5,1179401,29*67*607,0,0
1086,1,7,1179403,1179403,1,1
1086,1,11,1179407,859*1373,0,1
1086,1,13,1179409,7*11*17*17*53,0,0
1086,1,17,1179413,1179413,1,1
1086,1,19,1179415,5*139*1697,0,0
1086,1,23,1179419,1179419,1,1
1086,1,29,1179425,5*5*13*19*191,0,0
1086,1,31,1179427,1179427,1,1
1086,1,37,1179433,137*8609,0,1
1086,1,41,1179437,7*168491,0,1
1086,1,43,1179439,197*5987,0,1
1086,-1,3,1179393,3*131*3001,0,0
1086,-1,5,1179391,79*14929,0,1
1086,-1,7,1179389,1179389,1,1
1086,-1,11,1179385,5*235877,0,0
1086,-1,13,1179383,1179383,1,1
1086,-1,17,1179379,1179379,1,1
1086,-1,19,1179377,101*11677,0,1
1086,-1,23,1179373,13*257*353,0,0
1086,-1,29,1179367,7*168481,0,1
1086,-1,31,1179365,5*11*41*523,0,0
1086,-1,37,1179359,823*1433,0,1
1086,-1,41,1179355,5*235871,0,0
1086,-1,43,1179353,7*331*509,0,0
1088,1,3,1183747,43*27529,0,1
1088,1,5,1183749,3*7*56369,0,0
1088,1,7,1183751,29*40819,0,1
1088,1,11,1183755,3*5*53*1489,0,0
1088,1,13,1183757,19*62303,0,1
1088,1,17,1183761,3*3*3*17*2579,0,0
1088,1,19,1183763,7*263*643,0,0
1088,1,23,1183767,3*13*127*239,0,0
1088,1,29,1183773,3*197*2003,0,0
1088,1,31,1183775,5*5*47351,0,0
1088,1,37,1183781,1183781,1,1
1088,1,41,1183785,3*5*78919,0,0
1088,1,43,1183787,11*23*4679,0,0
1088,-1,3,1183741,13*23*37*107,0,0
1088,-1,5,1183739,1183739,1,1
1088,-1,7,1183737,3*394579,0,0
1088,-1,11,1183733,1183733,1,1
1088,-1,13,1183731,3*394577,0,0
1088,-1,17,1183727,17*179*389,0,0
1088,-1,19,1183725,3*3*5*5*5261,0,0
1088,-1,23,1183721,7*11*15373,0,0
1088,-1,29,1183715,5*13*18211,0,0
1088,-1,31,1183713,3*394571,0,0
1088,-1,37,1183707,3*3*3*7*6263,0,0
1088,-1,41,1183703,613*1931,0,1
1088,-1,43,1183701,3*229*1723,0,0
1090,1,3,1188103,7*7*24247,0,0
1090,1,5,1188105,3*5*103*769,0,0
1090,1,7,1188107,37*163*197,0,0
1090,1,11,1188111,3*23*67*257,0,0
1090,1,13,1188113,17*47*1487,0,0
1090,1,17,1188117,3*3*7*18859,0,0
1090,1,19,1188119,499*2381,0,1
1090,1,23,1188123,3*396041,0,0
1090,1,29,1188129,3*396043,0,0
1090,1,31,1188131,7*169733,0,1
1090,1,37,1188137,31*38327,0,1
1090,1,41,1188141,3*211*1877,0,0
1090,1,43,1188143,11*108013,0,1
1090,-1,3,1188097,61*19477,0,1
1090,-1,5,1188095,5*237619,0,0
1090,-1,7,1188093,3*396031,0,0
1090,-1,11,1188089,7*19*8933,0,0
1090,-1,13,1188087,3*396029,0,0
1090,-1,17,1188083,13*59*1549,0,0
1090,-1,19,1188081,3*3*3*79*557,0,0
1090,-1,23,1188077,11*108007,0,1
1090,-1,29,1188071,1188071,1,1
1090,-1,31,1188069,3*239*1657,0,0
1090,-1,37,1188063,3*3*101*1307,0,0
1090,-1,41,1188059,1188059,1,1
1090,-1,43,1188057,3*13*41*743,0,0
1092,1,3,1192467,3*397489,0,0
1092,1,5,1192469,1192469,1,1
1092,1,7,1192471,7*170353,0,1
1092,1,11,1192475,5*5*47699,0,0
1092,1,13,1192477,11*13*31*269,0,0
1092,1,17,1192481,23*139*373,0,0
1092,1,19,1192483,1192483,1,1
1092,1,23,1192487,761*1567,0,1
1092,1,29,1192493,131*9103,0,1
1092,1,31,1192495,5*238499,0,0
1092,1,37,1192501,251*4751,0,1
1092,1,41,1192505,5*79*3019,0,0
1092,1,43,1192507,101*11807,0,1
1092,-1,3,1192461,3*83*4789,0,0
1092,-1,5,1192459,19*62761,0,1
1092,-1,7,1192457,7*170351,0,1
1092,-1,11,1192453,1192453,1,1
1092,-1,13,1192451,13*29*3163,0,0
1092,-1,17,1192447,53*149*151,0,0
1092,-1,19,1192445,5*71*3359,0,0
1092,-1,23,1192441,197*6053,0,1
1092,-1,29,1192435,5*23*10369,0,0
1092,-1,31,1192433,11*43*2521,0,0
1092,-1,37,1192427,1192427,1,1
1092,-1,41,1192423,1192423,1,1
1092,-1,43,1192421,19*97*647,0,0
1094,1,3,1196839,7*37*4621,0,0
1094,1,5,1196841,3*223*1789,0,0
1094,1,7,1196843,1196843,1,1
1094,1,11,1196847,3*3*71*1873,0,0
1094,1,13,1196849,257*4657,0,1
1094,1,17,1196853,3*7*56993,0,0
1094,1,19,1196855,5*11*47*463,0,0
1094,1,23,1196859,3*29*13757,0,0
1094,1,29,1196865,3*3*5*26597,0,0
1094,1,31,1196867,7*19*8999,0,0
1094,1,37,1196873,1196873,1,1
1094,1,41,1196877,3*11*36269,0,0
1094,1,43,1196879,31*38609,0,1
1094,-1,3,1196833,11*108803,0,1
1094,-1,5,1196831,41*29191,0,1
1094,-1,7,1196829,3*3*3*19*2333,0,0
1094,-1,11,1196825,5*5*7*7*977,0,0
1094,-1,13,1196823,3*398941,0,0
1094,-1,17,1196819,13*43*2141,0,0
1094,-1,19,1196817,3*17*31*757,0,0
1094,-1,23,1196813,1196813,1,1
1094,-1,29,1196807,283*4229,0,1
1094,-1,31,1196805,3*5*23*3469,0,0
1094,-1,37,1196799,3*398933,0,0
1094,-1,41,1196795,5*107*2237,0,0
1094,-1,43,1196793,3*3*13*53*193,0,0
1096,1,3,1201219,31*38749,0,1
1096,1,5,1201221,3*3*7*23*829,0,0
1096,1,7,1201223,211*5693,0,1
1096,1,11,1201227,3*400409,0,0
1096,1,13,1201229,1201229,1,1
1096,1,17,1201233,3*11*89*409,0,0
1096,1,19,1201235,5*7*7*4903,0,0
1096,1,23,1201239,3*3*13*10267,0,0
1096,1,29,1201245,3*5*53*1511,0,0
1096,1,31,1201247,1201247,1,1
1096,1,37,1201253,607*1979,0,1
1096,1,41,1201257,3*3*3*44491,0,0
1096,1,43,1201259,41*83*353,0,0
1096,-1,3,1201213,13*92401,0,1
1096,-1,5,1201211,11*109201,0,1
1096,-1,7,1201209,3*29*13807,0,0
1096,-1,11,1201205,5*37*43*151,0,0
1096,-1,13,1201203,3*3*3*17*2617,0,0
1096,-1,17,1201199,19*191*331,0,0
1096,-1,19,1201197,3*431*929,0,0
1096,-1,23,1201193,7*101*1699,0,0
1096,-1,29,1201187,13*92399,0,1
1096,-1,31,1201185,3*3*5*26693,0,0
1096,-1,37,1201179,3*7*47*1217,0,0
1096,-1,41,1201175,5*5*23*2089,0,0
1096,-1,43,1201173,3*400391,0,0
1098,1,3,1205607,3*13*19*1627,0,0
1098,1,5,1205609,1205609,1,1
1098,1,7,1205611,11*127*863,0,0
1098,1,11,1205615,5*103*2341,0,0
1098,1,13,1205617,7*29*5939,0,0
1098,1,17,1205621,31*38891,0,1
1098,1,19,1205623,17*70919,0,1
1098,1,23,1205627,1205627,1,1
1098,1,29,1205633,11*13*8431,0,0
1098,1,31,1205635,5*241127,0,0
1098,1,37,1205641,181*6661,0,1
1098,1,41,1205645,5*7*7*7*19*37,0,0
1098,1,43,1205647,1205647,1,1
1098,-1,3,1205601,3*401867,0,0
1098,-1,5,1205599,379*3181,0,1
1098,-1,7,1205597,47*113*227,0,0
1098,-1,11,1205593,131*9203,0,1
1098,-1,13,1205591,23*23*43*53,0,0
1098,-1,17,1205587,257*4691,0,1
1098,-1,19,1205585,5*241117,0,0
1098,-1,23,1205581,13*92737,0,1
1098,-1,29,1205575,5*5*7*83*83,0,0
1098,-1,31,1205573,167*7219,0,1
1098,-1,37,1205567,11*109597,0,1
1098,-1,41,1205563,1205563,1,1
1098,-1,43,1205561,7*172223,0,1
